kbli_kode,provinsi,total_investasi_rp_juta,total_investasi_us_ribu,total_tki,row_count,percentage_share
36,Sumatera Barat,24.572007,1.489212545,0,1,4.801241404696521e-06
43,Papua Tengah,24.0,1.454545455,11,1,4.68947423434791e-06
26,Sulawesi Selatan,24.0,1.454545455,0,1,4.68947423434791e-06
62,Sumatera Selatan,23.5397,1.426648485,0,2,4.599534026428313e-06
82,Kalimantan Selatan,23.374000000000002,1.416606061,0,3,4.5671571147353366e-06
37,Sumatera Selatan,23.21,1.406666667,0,1,4.535112374133959e-06
62,Gorontalo,22.8,1.381818182,27,1,4.455000522630516e-06
8,Daerah Istimewa Yogyakarta,22.75,1.3787878789999999,0,3,4.445230784642291e-06
6,Aceh,21.56,1.306666667,0,1,4.21271102052254e-06
65,Bali,21.488698,1.302345333,4,1,4.198778983361812e-06
85,Jambi,20.663651,1.252342485,0,1,4.037569123002394e-06
91,Jawa Tengah,20.5,1.242424242,2,3,4.005592575172174e-06
7,Daerah Khusus Ibukota Jakarta,20.35,1.233333333,3,1,3.9762833612075e-06
53,Kalimantan Selatan,20.35,1.233333333,0,2,3.9762833612075e-06
74,Sulawesi Tengah,20.325,1.231818182,0,1,3.971398492213387e-06
26,Bali,20.063009,1.215939939,0,1,3.920206823707927e-06
18,Riau,20.0,1.212121212,4,1,3.907895195289926e-06
33,Gorontalo,20.0,1.212121212,8,1,3.907895195289926e-06
77,Papua,20.0,1.212121212,0,1,3.907895195289926e-06
80,Sulawesi Barat,20.0,1.212121212,0,1,3.907895195289926e-06
49,Sulawesi Barat,20.0,1.212121212,0,1,3.907895195289926e-06
90,Sumatera Utara,20.0,1.212121212,0,1,3.907895195289926e-06
53,Sumatera Selatan,20.0,1.212121212,0,1,3.907895195289926e-06
80,Papua Barat Daya,19.59,1.187272727,0,1,3.827783343786482e-06
28,Kalimantan Selatan,19.515900000000002,1.182781818,7,2,3.8133045920879336e-06
80,Papua,19.5,1.181818182,1,1,3.8101978154076776e-06
82,Kalimantan Tengah,19.29812,1.16958303,0,2,3.770751521306421e-06
28,Sumatera Selatan,19.281784000000002,1.16859297,4,2,3.767559552510909e-06
9,Bengkulu,18.7859,1.138539394,0,1,3.6706664174598507e-06
22,Maluku,18.412,1.115878788,35,1,3.5976083167839055e-06
33,Papua Tengah,18.34425,1.111772727,0,1,3.584370321809861e-06
96,Sumatera Barat,17.5,1.060606061,0,2,3.419408295878685e-06
45,Papua Barat Daya,17.477477,1.05924103,0,1,3.415007419704509e-06
36,Papua,17.39148,1.054029091,3,1,3.3982040565490423e-06
97,Bali,17.069259000000002,1.0345005459999999,0,2,3.3352437616629664e-06
31,Kalimantan Barat,16.427724,0.995619636,30,1,3.2098911844574505e-06
79,Kalimantan Timur,16.1075,0.976212121,16,2,3.1473210929066245e-06
30,Kalimantan Selatan,16.0,0.96969697,0,1,3.1263161562319407e-06
93,Gorontalo,15.531,0.941272727,4,1,3.0346760139023917e-06
16,Sumatera Barat,15.424878,0.934841091,0,1,3.013940331206664e-06
20,Papua,15.4,0.933333333,0,1,3.009079300373243e-06
30,Daerah Istimewa Yogyakarta,15.277777,0.925925879,1,1,2.985197566650547e-06
31,Riau,15.000002,0.90909103,0,2,2.9309217872569637e-06
31,Gorontalo,15.0,0.909090909,8,2,2.9309213964674443e-06
43,Papua Pegunungan,15.0,0.909090909,0,1,2.9309213964674443e-06
32,Sumatera Selatan,15.0,0.909090909,0,1,2.9309213964674443e-06
19,Papua Barat Daya,14.7,0.890909091,1,1,2.8723029685380952e-06
30,Papua Selatan,14.0,0.848484848,0,1,2.7355266367029484e-06
69,Sumatera Barat,13.9,0.842424242,0,1,2.7159871607264984e-06
32,Nusa Tenggara Barat,13.86,0.84,0,2,2.7081713703359183e-06
81,Sulawesi Tengah,13.25,0.803030303,3,2,2.5889805668795757e-06
66,Kepulauan Bangka Belitung,13.0,0.787878788,0,1,2.5401318769384516e-06
29,Kepulauan Riau,13.0,0.787878788,0,1,2.5401318769384516e-06
30,Sumatera Selatan,12.85,0.778787879,0,1,2.5108226629737775e-06
5,Jawa Barat,12.4,0.751515151,0,2,2.4228950210797543e-06
90,Jawa Tengah,11.345107,0.687582243,7,2,2.2167744567675052e-06
73,Daerah Istimewa Yogyakarta,11.000001,0.666666727,0,2,2.149342552804219e-06
66,Bali,10.95,0.6636363630000001,0,2,2.1395726194212343e-06
72,Riau,10.767162,0.652555273,3,1,2.1038470323354136e-06
64,Papua Barat,10.20393,0.61842,5,1,1.993794451003737e-06
2,Sulawesi Tenggara,10.1,0.612121212,0,1,1.9734870736214124e-06
38,Daerah Istimewa Yogyakarta,10.000001,0.6060606666061,0,2,1.9539477930397225e-06
96,Maluku Utara,10.0,0.606060606,0,1,1.953947597644963e-06
21,Bali,10.0,0.606060606,8,1,1.953947597644963e-06
10,Papua Pegunungan,10.0,0.606060606,0,1,1.953947597644963e-06
45,Papua Pegunungan,10.0,0.606060606,0,1,1.953947597644963e-06
25,Maluku Utara,10.0,0.606060606,0,1,1.953947597644963e-06
77,Bengkulu,10.0,0.606060606,0,1,1.953947597644963e-06
96,Sulawesi Tengah,10.0,0.606060606,0,1,1.953947597644963e-06
90,Kalimantan Timur,10.0,0.606060606,0,1,1.953947597644963e-06
58,Sulawesi Selatan,10.0,0.606060606,5,1,1.953947597644963e-06
8,Bali,10.0,0.606060606,0,1,1.953947597644963e-06
3,Daerah Istimewa Yogyakarta,10.0,0.606060606,0,1,1.953947597644963e-06
13,Kalimantan Timur,10.0,0.606060606,2,1,1.953947597644963e-06
30,Riau,10.0,0.606060606,0,1,1.953947597644963e-06
58,Lampung,9.87,0.598181818,0,1,1.928546278875578e-06
56,Papua Selatan,9.8,0.593939394,38,1,1.9148686456920638e-06
20,Papua Barat Daya,9.675,0.586363636,0,1,1.8904443007215017e-06
71,Aceh,9.1,0.551515152,0,1,1.778092313856916e-06
65,Banten,9.012089,0.546187212,0,1,1.7609149651312595e-06
3,Papua Tengah,9.0,0.545454545,35,1,1.7585528378804665e-06
36,Sumatera Selatan,9.0,0.545454545,0,1,1.7585528378804665e-06
38,Sulawesi Tenggara,9.0,0.545454545,0,1,1.7585528378804665e-06
6,Kalimantan Timur,8.798732,0.533256485,0,1,1.7192261253721856e-06
16,Sulawesi Tenggara,8.57,0.51939394,0,2,1.6745330911817333e-06
11,Kepulauan Bangka Belitung,8.0,0.484848485,8,1,1.5631580781159703e-06
28,Kalimantan Barat,8.0,0.484848485,1,2,1.5631580781159703e-06
18,Kalimantan Timur,6.8,0.412121212,0,2,1.3286843663985747e-06
93,Sulawesi Barat,6.6085,0.400515152,4,1,1.2912662699036738e-06
86,Kalimantan Utara,6.604434,0.400268727,2,1,1.2904717948104713e-06
18,Aceh,6.5,0.393939394,0,1,1.2700659384692258e-06
73,Jambi,6.2445,0.378454545,5,1,1.2201425773493972e-06
11,Papua,6.184,0.374787879,0,1,1.208321194383645e-06
37,Kalimantan Timur,6.0,0.363636364,0,1,1.1723685585869776e-06
94,Daerah Khusus Ibukota Jakarta,5.902153,0.357706242,0,1,1.153249767528301e-06
26,Maluku Utara,5.6,0.339393939,0,1,1.0942106546811792e-06
78,Sulawesi Barat,5.5,0.333333333,0,2,1.0746711787047296e-06
85,Nusa Tenggara Timur,5.2,0.315151515,0,1,1.0160527507753808e-06
88,Daerah Khusus Ibukota Jakarta,5.1,0.309090909,0,1,9.96513274798931e-07
56,Papua Pegunungan,5.0,0.303030303,0,1,9.769737988224814e-07
26,Sulawesi Barat,5.0,0.303030303,0,1,9.769737988224814e-07
62,Sulawesi Barat,5.0,0.303030303,0,1,9.769737988224814e-07
30,Papua Barat Daya,5.0,0.303030303,0,1,9.769737988224814e-07
18,Sulawesi Tenggara,5.0,0.303030303,0,1,9.769737988224814e-07
70,Kepulauan Bangka Belitung,5.0,0.303030303,0,1,9.769737988224814e-07
81,Bengkulu,5.0,0.303030303,0,1,9.769737988224814e-07
37,Aceh,4.1,0.248484848,0,1,8.011185150344347e-07
85,Sulawesi Tenggara,4.0,0.242424242,0,1,7.815790390579852e-07
6,Banten,4.0,0.242424242,0,1,7.815790390579852e-07
38,Kalimantan Selatan,3.9,0.236363636,1,1,7.620395630815355e-07
85,Kalimantan Barat,3.665,0.222121212,0,1,7.161217945368789e-07
18,Lampung,3.4425,0.208636364,0,1,6.726464604892784e-07
45,Papua Selatan,3.375,0.204545455,1,1,6.594573142051749e-07
62,Kalimantan Selatan,3.219398,0.19511503,0,1,6.290534987962998e-07
17,Lampung,3.1000010000000002,0.1878788486061,1,2,6.057239506646983e-07
19,Sumatera Utara,3.1,0.187878788,0,1,6.057237552699386e-07
14,Sulawesi Tenggara,3.0,0.181818182,0,1,5.861842792934888e-07
41,Kepulauan Bangka Belitung,3.0,0.181818182,12,1,5.861842792934888e-07
8,Maluku,2.875,0.174242424,0,1,5.617599343229269e-07
37,Lampung,2.862,0.173454545,0,1,5.592198024459884e-07
31,Nusa Tenggara Barat,2.85,0.172727273,0,1,5.568750653288145e-07
66,Daerah Istimewa Yogyakarta,2.8495,0.17269697,26,1,5.567773679489321e-07
24,Kalimantan Utara,2.80275,0.169863636,0,1,5.476426629299419e-07
61,Maluku,2.797757,0.16956103,0,1,5.466670568944378e-07
18,Sumatera Selatan,2.6100000000000003,0.158181818,0,2,5.099803229853354e-07
66,Kalimantan Barat,2.6,0.157575758,0,1,5.080263753876904e-07
95,Riau,2.5,0.151515152,0,1,4.884868994112407e-07
95,Papua Selatan,2.5,0.151515152,0,1,4.884868994112407e-07
45,Papua Tengah,2.492684,0.151071758,1,1,4.870573913488037e-07
60,Bengkulu,2.4,0.145454545,0,1,4.689474234347911e-07
25,Nusa Tenggara Timur,2.3925,0.145,27,1,4.6748196273655743e-07
66,Kalimantan Selatan,2.075,0.125757576,0,1,4.054441265113298e-07
74,Sulawesi Utara,2.0,0.121212121,8,1,3.907895195289926e-07
5,Daerah Khusus Ibukota Jakarta,2.0,0.121212121,2,1,3.907895195289926e-07
50,Papua Selatan,2.0,0.121212121,1,1,3.907895195289926e-07
19,Nusa Tenggara Timur,2.0,0.121212122,0,2,3.907895195289926e-07
37,Sulawesi Utara,2.0,0.121212121,0,1,3.907895195289926e-07
8,Daerah Khusus Ibukota Jakarta,2.0,0.121212121,2,1,3.907895195289926e-07
18,Kalimantan Barat,1.95,0.118181818,0,1,3.8101978154076776e-07
31,Maluku Utara,1.72,0.104242424,0,1,3.360789867949336e-07
70,Sulawesi Tenggara,1.5,0.090909091,0,1,2.930921396467444e-07
6,Daerah Khusus Ibukota Jakarta,1.5,0.090909091,1,1,2.930921396467444e-07
26,Jambi,1.5,0.090909091,0,1,2.930921396467444e-07
96,Sulawesi Utara,1.31,0.079393939,0,1,2.5596713529149015e-07
39,Jawa Barat,1.26,0.076363636,0,2,2.461973973032653e-07
77,Sulawesi Barat,1.25,0.075757576,0,1,2.4424344970562036e-07
91,Daerah Istimewa Yogyakarta,1.2,0.072727273,0,1,2.3447371171739556e-07
36,Aceh,1.15,0.06969697,0,1,2.247039737291707e-07
53,Lampung,1.02,0.061818182,0,1,1.9930265495978622e-07
26,Sumatera Selatan,1.01,0.061212121,0,1,1.9734870736214123e-07
69,Jawa Timur,1.0,0.060606061,0,1,1.953947597644963e-07
79,Lampung,1.0,0.060606061,0,1,1.953947597644963e-07
18,Maluku Utara,1.0,0.060606061,0,1,1.953947597644963e-07
14,Papua Selatan,1.0,0.060606061,0,1,1.953947597644963e-07
14,Kepulauan Bangka Belitung,1.0,0.060606061,0,1,1.953947597644963e-07
14,Kalimantan Selatan,1.0,0.060606061,0,1,1.953947597644963e-07
13,Papua Selatan,1.0,0.060606061,0,1,1.953947597644963e-07
23,Maluku,1.0,0.060606061,0,1,1.953947597644963e-07
82,Sulawesi Tenggara,1.0,0.060606061,0,1,1.953947597644963e-07
84,Daerah Khusus Ibukota Jakarta,0.740324,0.044868121,0,1,1.4465543012789093e-07
95,Kalimantan Selatan,0.524,0.031757576,0,1,1.0238685411659605e-07
79,Maluku,0.5,0.03030303,0,1,9.769737988224815e-08
81,Sulawesi Barat,0.5,0.03030303,0,1,9.769737988224815e-08
33,Sulawesi Barat,0.5,0.03030303,0,1,9.769737988224815e-08
28,Jambi,0.5,0.03030303,0,1,9.769737988224815e-08
14,Aceh,0.5,0.03030303,0,1,9.769737988224815e-08
31,Sulawesi Barat,0.5,0.03030303,0,1,9.769737988224815e-08
30,Sumatera Utara,0.378,0.022909091,2,1,7.38592191909796e-08
25,Aceh,0.355,0.021515152,0,1,6.936513971639618e-08
31,Papua Barat Daya,0.35,0.021212121,2,1,6.83881659175737e-08
51,Jawa Tengah,0.3,0.018181818,0,1,5.861842792934889e-08
97,Daerah Khusus Ibukota Jakarta,0.3,0.018181818,0,1,5.861842792934889e-08
98,Daerah Khusus Ibukota Jakarta,0.3,0.018181818,0,1,5.861842792934889e-08
29,Kalimantan Barat,0.224823,0.013625636,0,1,4.3929236074533346e-08
62,Kalimantan Timur,0.2,0.012121212,0,1,3.907895195289926e-08
71,Sumatera Barat,0.2,0.012121212,0,1,3.907895195289926e-08
29,Sumatera Selatan,0.2,0.012121212,0,1,3.907895195289926e-08
14,Kalimantan Timur,0.2,0.012121212,0,1,3.907895195289926e-08
81,Papua Barat,0.18,0.01090909,0,2,3.517105675760933e-08
84,Jawa Barat,0.112,0.006787879,0,1,2.1884213093623585e-08
14,Sumatera Utara,0.11,0.006666667,3,1,2.149342357409459e-08
18,Kalimantan Utara,0.1,0.006060606,0,1,1.953947597644963e-08
11,Sulawesi Barat,0.1,0.006060606,0,1,1.953947597644963e-08
96,Papua Barat,0.09,0.005454545,0,1,1.7585528378804666e-08
82,Papua Barat Daya,0.09,0.005454545,0,1,1.7585528378804666e-08
55,Papua Barat,0.09,0.005454545,0,1,1.7585528378804666e-08
81,Papua Barat Daya,0.09,0.005454545,0,1,1.7585528378804666e-08
45,Papua Barat,0.09,0.005454545,0,1,1.7585528378804666e-08
14,Riau,0.065,0.003939394,0,1,1.270065938469226e-08
32,Papua Barat,0.05,0.003030303,0,1,9.769737988224814e-09
77,Papua Barat,0.04,0.002424242,0,1,7.815790390579852e-09
53,Papua Barat,0.04,0.002424242,0,1,7.815790390579852e-09
74,Bengkulu,0.03,0.001818182,0,1,5.8618427929348884e-09
70,Bengkulu,0.02,0.001212121,5,1,3.907895195289926e-09
5,Sumatera Utara,0.018,0.001090909,3,1,3.517105675760933e-09
72,Bengkulu,0.01,0.000606061,0,1,1.953947597644963e-09
